Date,Account,Description,Category,Tags,Amount
8/21/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
8/21/2020,Spend (PNC),Chase,Credit Card Payments,,-352.1
8/21/2020,TD Invest,Sold 18 Sqqq @ 25.03,Securities Trades,,450.53
8/21/2020,TD Invest,Sold 81 Spxs @ 5.86,Securities Trades,,474.64
8/21/2020,TD Invest,Bought 12 Mu @ 42.92,Securities Trades,,-515.04
8/21/2020,TD Invest,Bought 35 Cstm @ 7.765,Securities Trades,,-271.78
8/21/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
8/20/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-21.97
8/20/2020,Discover Credit Card,Cashback Bonus Redemption Pymt/stmt Crdt,Credit Card Payments,,3.49
8/20/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,352.1
8/20/2020,TD Invest,Bought 60 Cstm @ 7.9671,Securities Trades,,-478.03
8/20/2020,Discover Credit Card,Internet Payment - Thank You,Credit Card Payments,,56.72
8/20/2020,Spend (BOA),Zelle,Transfers,,75
8/20/2020,Spend (BOA),Zelle,Transfers,,-75
8/19/2020,Chase Credit Card,Dairy Queen,Entertainment/Social,,-5.75
8/19/2020,TD Invest,Bought 100 Key @ 12.2,Securities Trades,,-1220
8/19/2020,TD Invest,Bought 15 Mu @ 44.3,Securities Trades,,-664.5
8/18/2020,Spend (BOA),Chase,Credit Card Payments,,-1761.66
8/18/2020,Spend (BOA),Plymouth Rock,Car Insurance,,-146
8/18/2020,TD Invest,Mandatory Reverse Split (x4347g408),Securities Trades,,0
8/18/2020,TD Invest,Mandatory Reverse Split (sqqq),Securities Trades,,0
8/18/2020,TD Invest,Mandatory Reorganization Fee (x4347g408),Service Charges/Fees,,-38
8/17/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-1.39
8/17/2020,Chase Credit Card,Dsw,Return,,39.99
8/17/2020,Chase Credit Card,Darby Road Pub,Restaurants/Liquor,,-17.93
8/17/2020,Chase Credit Card,Darby Road Pub,Restaurants/Liquor,,-30.6
8/17/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1761.66
8/17/2020,Chase Credit Card,Wegmans,Groceries & Essentials,,-296.17
8/17/2020,Spend (BOA),Check Xxxxxxx0110,Gifts,,-100
8/17/2020,TD Invest,Bought 100 Cstm @ 8.3156,Securities Trades,,-831.56
8/17/2020,TD Invest,Cash Movement Of Incoming Account Transfer,Transfers,,2961.86
8/17/2020,TD Invest,Bought 11 Mu @ 45.2752,Securities Trades,,-498.03
8/16/2020,Chase Credit Card,Target Xxxx4670,Gifts,,-17.85
8/16/2020,Chase Credit Card,David's Bridal,Wedding,,-1
8/16/2020,Chase Credit Card,Amazon Marketplace,Return Income,,6.39
8/16/2020,Chase Credit Card,Grubhubkyotosushi2uni,Restaurants/Liquor,,-27.79
8/14/2020,Discover Credit Card,Shrewsbury Car Wash Shrewsbury Nj,Car Maintenance,,-34.6
8/14/2020,Chase Credit Card,China Moon,Restaurants/Liquor,,-26.71
8/14/2020,Reserve (PNC),Interest Payment,Interest,,0.03
8/14/2020,Spend (PNC),Interest Payment,Interest,,0.04
8/13/2020,Chase Credit Card,Cory Mathews South Inc,Personal Care/Hair,,-30
8/13/2020,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-39.99
8/13/2020,TD Invest,Bought 10 Mu @ 46.84,Securities Trades,,-468.4
8/12/2020,Discover Credit Card,Westfield,Travel,,-1
8/12/2020,Chase Credit Card,Dsw,Clothing/Shoes/Makeup,,-54.98
8/12/2020,Chase Credit Card,30 Burgers,Restaurants/Liquor,,-30.89
8/12/2020,Chase Credit Card,Goodyear,Car Maintenance,,-910.14
8/12/2020,Chase Credit Card,Chewy,Pets/Pet Care,,-62.82
8/12/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
8/12/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
8/12/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
8/12/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
8/11/2020,Discover Credit Card,Exxonmobil,Gasoline/Fuel,,-24.61
8/11/2020,Robinhood Invest,Constellium Market Sell,Securities Trades,,1380.51
8/11/2020,Robinhood Invest,Keybank Market Sell,Securities Trades,,1206.45
8/11/2020,Robinhood Invest,Constellium Limit Sell,Securities Trades,,450
8/11/2020,Chase Credit Card,Amazon Marketplace - Drone,Pets/Pet Care,,-21.31
8/11/2020,TD Invest,Sold 64 Key @ 13.465,Securities Trades,,861.73
8/11/2020,TD Invest,Sold 2 Vgt @ 300.71,Securities Trades,,601.41
8/11/2020,TD Invest,Sold 2 Vcr @ 227.985,Securities Trades,,455.96
8/11/2020,TD Invest,Sold 0.006 Vcr @ 227.99,Securities Trades,,1.37
8/11/2020,TD Invest,Sold 0.005 Vgt @ 300.71,Securities Trades,,1.5
8/10/2020,Chase Credit Card,Sp * Fresh Patch,Pets/Pet Care,,-36.25
8/10/2020,Chase Credit Card,Bed Bath & Beyond Inc,Gifts,,-59.69
8/10/2020,Spend (BOA),Zelle,Deposits,,50
8/10/2020,Spend (BOA),Bank Of America,Car Loan,,-309.66
8/10/2020,Long Term Savings (Goldman),Td Ameritrade,Investments,,-250
8/9/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-34
8/9/2020,Chase Credit Card,Delicious Orchards,Entertainment/Social,,-15.82
8/9/2020,Chase Credit Card,Amazon Marketplace - Pins,Return Expense,,-6.39
8/9/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-9
8/9/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-8.53
8/9/2020,Chase Credit Card,Delicious Orchards,Groceries & Essentials,,-97.04
8/9/2020,Chase Credit Card,Liquor Basics,Restaurants/Liquor,,-30.38
8/9/2020,Chase Credit Card,Slice*ilfornoalegna,Restaurants/Liquor,,-60.28
8/7/2020,Chase Credit Card,Amazon Tips*mf9ml31y2,Groceries & Essentials,,-5
8/7/2020,Chase Credit Card,Kate & Jill Llc,Wedding,,-150
8/7/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
8/7/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,40
8/7/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
8/7/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.9
8/7/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
8/7/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-40
8/7/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
8/7/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
8/6/2020,TD Invest,Bought 30 Mu @ 49.19,Securities Trades,,-1475.7
8/6/2020,Chase Credit Card,Boscov's,Clothing/Shoes/Makeup,,-29.94
8/5/2020,Chase Credit Card,Amazon.com - Mouse Pad,General Merchandise,,-19.18
8/5/2020,Chase Credit Card,Amazon Marketplace - Electronic Accessories,General Merchandise,,-27.79
8/5/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-35.52
8/5/2020,TD Invest,Sold 180 Cstm @ 8.625,Securities Trades,,1552.45
8/5/2020,Spend (PNC),Ach Webrecur Xxxxx5005 Elizabethtowngas Et Gas,Gas/Electric Bill,,-10.99
8/5/2020,Spend (PNC),Discover Bank,Credit Card Payments,,-116.02
8/5/2020,Spend (BOA),Chase,Credit Card Payments,,-1051
8/4/2020,TD Invest,Sold 20 Mu @ 51.145,Securities Trades,,1022.88
8/4/2020,TD Invest,Bought 90 Sqqq @ 5.6928,Securities Trades,,-512.35
8/4/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1051
8/4/2020,Discover Credit Card,Internet Payment - Thank You,Credit Card Payments,,116.02
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
8/3/2020,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
8/3/2020,Spend (PNC),The Park Hotels,Rent,,-2236.27
8/3/2020,Spend (PNC),Fidelity Investments,Investments,,-50
8/3/2020,Chase Credit Card,E-zpass,Travel,,-50
8/3/2020,Chase Credit Card,Ohmies Coffee Bar And Yog,Entertainment/Social,,-15.04
8/3/2020,TD Invest,Ordinary Dividend (splv),Investment Income,,2.11
8/3/2020,TD Invest,Ordinary Dividend (sphd),Investment Income,,3.31
8/3/2020,TD Invest,Bought 0.04 Splv @ 53.3999,Securities Trades,,-2.11
8/3/2020,TD Invest,Bought 0.099 Sphd @ 33.5032,Securities Trades,,-3.31
8/3/2020,College 529,Money Line Received Eft Funds Received Erxxxx8903,Transfers,,50
8/2/2020,Chase Credit Card,Amazon Marketplace,Return Income,,25.88
8/2/2020,Chase Credit Card,Amazon Marketplace,Return Income,,27.56
8/2/2020,Chase Credit Card,Le Shoppe Company St,Clothing/Shoes/Makeup,,-11.46
8/2/2020,Chase Credit Card,Amazon Marketplace - Grass Trays,Pets/Pet Care,,-28.64
8/2/2020,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-1.99
8/2/2020,Chase Credit Card,Amazon Marketplace,Return Income,,22.99
8/2/2020,Chase Credit Card,Amazon.com - Batteries/Screen,General Merchandise,,-59.45
8/2/2020,Chase Credit Card,Petco,Pets/Pet Care,,-16.98
8/2/2020,Chase Credit Card,Amazon Tips*mf9pu24g0,Groceries & Essentials,,-10
